,Name,Population,White,Black or African American,American Indian and Alaskan Native,Asian,Native Hawaiian and Other Pacific Islander,Other
2841,"La Salle County, Texas",7418.0,5761.0,100.0,94.0,171.0,0.0,1547.0
2842,"Roberts County, Texas",889.0,881.0,0.0,14.0,4.0,0.0,4.0
2843,"Terrell County, Texas",721.0,508.0,71.0,5.0,0.0,0.0,185.0
2844,"Tyler County, Texas",21456.0,18400.0,2482.0,245.0,80.0,0.0,611.0
2845,"Uvalde County, Texas",27015.0,24698.0,62.0,378.0,304.0,21.0,2218.0
2846,"Wheeler County, Texas",5599.0,5089.0,179.0,101.0,35.0,36.0,332.0
2847,"Bowie County, Texas",93635.0,67131.0,24422.0,1326.0,1390.0,227.0,1843.0
2848,"Archer County, Texas",8793.0,8523.0,123.0,164.0,89.0,0.0,104.0
2849,"Brewster County, Texas",9220.0,8690.0,103.0,231.0,149.0,22.0,266.0
2850,"Kent County, Texas",680.0,624.0,6.0,10.0,0.0,0.0,42.0
2851,"Hidalgo County, Texas",839539.0,755174.0,5935.0,2915.0,9636.0,367.0,75782.0
2852,"Smith County, Texas",222277.0,173974.0,40790.0,1827.0,4129.0,243.0,5026.0
2853,"Somervell County, Texas",8650.0,8049.0,111.0,95.0,57.0,84.0,386.0
2854,"Crockett County, Texas",3836.0,1546.0,35.0,0.0,0.0,0.0,2255.0
2855,"Millard County, Utah",12651.0,11369.0,57.0,224.0,171.0,39.0,1001.0
2856,"Tooele County, Utah",63357.0,58620.0,787.0,1111.0,815.0,469.0,3248.0
2857,"Washington County, Utah",155577.0,143997.0,1466.0,3256.0,2258.0,2230.0,6279.0
2858,"Kane County, Utah",7246.0,6962.0,36.0,219.0,35.0,67.0,140.0
2859,"Summit County, Utah",39731.0,38217.0,364.0,322.0,894.0,130.0,458.0
2860,"Grand County, Utah",9544.0,9354.0,23.0,109.0,50.0,0.0,42.0
2861,"Piute County, Utah",1860.0,1852.0,4.0,7.0,0.0,0.0,3.0
2862,"Rich County, Utah",2307.0,2243.0,5.0,0.0,0.0,0.0,64.0
2863,"Wasatch County, Utah",29306.0,28548.0,32.0,338.0,645.0,0.0,332.0
2864,"Beaver County, Utah",6414.0,6224.0,0.0,11.0,16.0,0.0,178.0
2865,"Box Elder County, Utah",52182.0,49483.0,388.0,782.0,788.0,319.0,1516.0
2866,"Iron County, Utah",48504.0,45089.0,614.0,1426.0,703.0,180.0,1527.0
2867,"Sanpete County, Utah",28892.0,26208.0,458.0,604.0,141.0,266.0,1775.0
2868,"Sevier County, Utah",20961.0,20094.0,115.0,389.0,116.0,39.0,423.0
2869,"Utah County, Utah",576496.0,544831.0,6324.0,5963.0,15334.0,9500.0,12591.0
2870,"Weber County, Utah",244101.0,225757.0,4904.0,3782.0,5739.0,1511.0,10791.0
2871,"Duchesne County, Utah",20259.0,18522.0,157.0,1124.0,136.0,97.0,639.0
2872,"San Juan County, Utah",15193.0,7527.0,86.0,7523.0,134.0,102.0,89.0
2873,"Salt Lake County, Utah",1106700.0,917564.0,25395.0,15505.0,54802.0,23909.0,106716.0
2874,"Uintah County, Utah",36343.0,32821.0,291.0,3063.0,395.0,52.0,537.0
2875,"Daggett County, Utah",702.0,689.0,1.0,18.0,0.0,0.0,6.0
2876,"Davis County, Utah",334977.0,310711.0,6568.0,3927.0,10348.0,3373.0,12040.0
2877,"Wayne County, Utah",2700.0,2623.0,8.0,11.0,27.0,32.0,11.0
2878,"Carbon County, Utah",20512.0,19324.0,363.0,498.0,145.0,48.0,700.0
2879,"Emery County, Utah",10410.0,10216.0,43.0,168.0,72.0,6.0,9.0
2880,"Morgan County, Utah",11014.0,10840.0,39.0,124.0,66.0,27.0,28.0
2881,"Cache County, Utah",120288.0,110918.0,1272.0,1351.0,3679.0,726.0,5279.0
2882,"Garfield County, Utah",5020.0,4795.0,14.0,173.0,8.0,66.0,47.0
2883,"Juab County, Utah",10694.0,10214.0,30.0,202.0,13.0,47.0,362.0
2884,"Rutland County, Vermont",59676.0,58117.0,651.0,646.0,695.0,4.0,133.0
2885,"Orleans County, Vermont",26951.0,26522.0,283.0,475.0,167.0,10.0,78.0
2886,"Grand Isle County, Vermont",6950.0,6836.0,29.0,272.0,43.0,11.0,13.0
2887,"Orange County, Vermont",28901.0,28413.0,286.0,380.0,238.0,15.0,90.0
2888,"Chittenden County, Vermont",160985.0,149005.0,5044.0,1404.0,7460.0,340.0,976.0
2889,"Lamoille County, Vermont",25191.0,24541.0,353.0,432.0,251.0,17.0,37.0
2890,"Windsor County, Vermont",55485.0,54167.0,581.0,573.0,707.0,126.0,333.0
2891,"Franklin County, Vermont",48816.0,47670.0,550.0,1233.0,263.0,27.0,350.0
2892,"Caledonia County, Vermont",30576.0,29984.0,351.0,373.0,369.0,9.0,46.0
2893,"Windham County, Vermont",43332.0,42258.0,884.0,683.0,656.0,79.0,197.0
2894,"Bennington County, Vermont",36054.0,35340.0,587.0,590.0,220.0,14.0,81.0
2895,"Addison County, Vermont",36825.0,35425.0,640.0,324.0,913.0,34.0,210.0
2896,"Essex County, Vermont",6203.0,6070.0,84.0,75.0,37.0,0.0,19.0
2897,"Washington County, Vermont",58691.0,57490.0,870.0,718.0,779.0,58.0,95.0
2898,"Charles City County, Virginia",7022.0,3201.0,3395.0,633.0,91.0,11.0,16.0
2899,"Culpeper County, Virginia",49795.0,40124.0,8603.0,420.0,1105.0,188.0,1557.0
2900,"Dinwiddie County, Virginia",28033.0,18711.0,9345.0,44.0,271.0,16.0,246.0
2901,"Greene County, Virginia",19213.0,17335.0,1576.0,130.0,367.0,0.0,431.0
2902,"Hanover County, Virginia",103218.0,91407.0,10409.0,827.0,2193.0,286.0,353.0
2903,"Lunenburg County, Virginia",12369.0,7907.0,3987.0,90.0,450.0,0.0,186.0
2904,"Orange County, Virginia",35265.0,29901.0,5020.0,308.0,569.0,152.0,438.0
2905,"Emporia city, Virginia",5495.0,1940.0,3611.0,132.0,11.0,0.0,6.0
2906,"Wythe County, Virginia",29048.0,27787.0,1102.0,95.0,215.0,0.0,93.0
2907,"Chesapeake city, Virginia",235410.0,152279.0,74266.0,2246.0,11238.0,527.0,3754.0
2908,"Colonial Heights city, Virginia",17582.0,13933.0,2663.0,248.0,782.0,18.0,409.0
2909,"Harrisonburg city, Virginia",53064.0,45872.0,5499.0,500.0,2772.0,56.0,1228.0
2910,"Albemarle County, Virginia",105105.0,88010.0,11259.0,625.0,6422.0,128.0,1575.0
2911,"Bland County, Virginia",6524.0,6206.0,325.0,11.0,8.0,5.0,0.0
2912,"Bedford County, Virginia",77319.0,70329.0,5933.0,588.0,1170.0,64.0,387.0
2913,"Botetourt County, Virginia",33149.0,31484.0,1331.0,187.0,301.0,0.0,235.0
2914,"Buckingham County, Virginia",17048.0,10685.0,6130.0,104.0,75.0,13.0,321.0
2915,"Wise County, Virginia",39539.0,37017.0,2416.0,195.0,227.0,85.0,127.0
2916,"Bristol city, Virginia",17077.0,15531.0,1674.0,124.0,79.0,8.0,178.0
2917,"Covington city, Virginia",5675.0,4805.0,856.0,38.0,85.0,32.0,26.0
2918,"Portsmouth city, Virginia",95536.0,41343.0,52682.0,1343.0,1850.0,215.0,1829.0
2919,"Williamsburg city, Virginia",14817.0,11637.0,2426.0,115.0,1202.0,19.0,203.0
2920,"Virginia Beach city, Virginia",450057.0,322016.0,97685.0,5251.0,38974.0,1687.0,9803.0
2921,"Alleghany County, Virginia",15489.0,14534.0,1011.0,79.0,22.0,31.0,138.0
2922,"Carroll County, Virginia",29767.0,29522.0,515.0,106.0,47.0,0.0,85.0
2923,"Galax city, Virginia",6788.0,6101.0,553.0,31.0,6.0,0.0,208.0
2924,"Washington County, Virginia",54457.0,52971.0,1016.0,287.0,344.0,39.0,382.0
2925,"Westmoreland County, Virginia",17596.0,12339.0,4911.0,339.0,197.0,9.0,241.0
2926,"Northumberland County, Virginia",12254.0,8667.0,3600.0,65.0,9.0,8.0,0.0
2927,"Page County, Virginia",23694.0,23024.0,548.0,123.0,156.0,11.0,186.0
2928,"Pulaski County, Virginia",34330.0,32307.0,2179.0,254.0,258.0,0.0,196.0
2929,"Warren County, Virginia",38991.0,36742.0,2331.0,537.0,575.0,4.0,287.0
2930,"Alexandria city, Virginia",154710.0,102993.0,36997.0,1455.0,12409.0,198.0,8537.0
2931,"Danville city, Virginia",41911.0,20093.0,21488.0,435.0,580.0,79.0,650.0
2932,"Fredericksburg city, Virginia",28135.0,19429.0,7537.0,411.0,1235.0,95.0,1420.0
2933,"Hampton city, Virginia",136255.0,60606.0,71206.0,1684.0,4840.0,232.0,2780.0
2934,"Amherst County, Virginia",31819.0,25500.0,6404.0,572.0,380.0,41.0,247.0
2935,"Arlington County, Virginia",229534.0,170577.0,22498.0,1885.0,27941.0,342.0,14120.0
2936,"Bath County, Virginia",4458.0,4260.0,328.0,80.0,42.0,0.0,51.0
2937,"Hopewell city, Virginia",22353.0,12044.0,9560.0,109.0,428.0,6.0,904.0
2938,"Buchanan County, Virginia",22611.0,21709.0,655.0,210.0,113.0,21.0,36.0
2939,"Newport News city, Virginia",180775.0,95675.0,79062.0,2724.0,8457.0,706.0,4290.0
2940,"Frederick County, Virginia",83784.0,78075.0,4382.0,519.0,1759.0,100.0,819.0
2941,"Stafford County, Virginia",141159.0,103824.0,28266.0,1390.0,6848.0,393.0,8209.0
2942,"Lynchburg city, Virginia",79237.0,53377.0,23787.0,749.0,2578.0,73.0,1063.0
2943,"York County, Virginia",67196.0,53680.0,9941.0,795.0,4729.0,266.0,807.0
2944,"Richmond city, Virginia",220892.0,104520.0,111787.0,3458.0,6434.0,323.0,2984.0
2945,"Martinsville city, Virginia",13256.0,6779.0,6384.0,92.0,50.0,0.0,216.0
2946,"Nelson County, Virginia",14863.0,12725.0,1995.0,63.0,113.0,0.0,146.0
2947,"Essex County, Virginia",11083.0,6404.0,4358.0,169.0,138.0,0.0,304.0
2948,"Pittsylvania County, Virginia",61970.0,47419.0,13821.0,473.0,476.0,20.0,1037.0
2949,"Norton city, Virginia",4043.0,3736.0,219.0,3.0,149.0,0.0,0.0
2950,"Staunton city, Virginia",24273.0,21136.0,3306.0,173.0,434.0,62.0,122.0
2951,"Fluvanna County, Virginia",26109.0,22102.0,4281.0,197.0,270.0,43.0,214.0
2952,"Amelia County, Virginia",12802.0,9664.0,3180.0,114.0,15.0,0.0,86.0
2953,"Radford city, Virginia",17380.0,15271.0,1884.0,94.0,585.0,101.0,231.0
2954,"Winchester city, Virginia",27516.0,23235.0,3568.0,265.0,844.0,59.0,856.0
2955,"Accomack County, Virginia",32840.0,22952.0,9600.0,289.0,284.0,0.0,236.0
2956,"Craig County, Virginia",5131.0,5123.0,8.0,20.0,0.0,0.0,1.0
2957,"Floyd County, Virginia",15594.0,15053.0,446.0,185.0,2.0,0.0,86.0
2958,"Giles County, Virginia",16867.0,16388.0,439.0,32.0,77.0,9.0,6.0
2959,"Grayson County, Virginia",15708.0,14936.0,816.0,111.0,71.0,0.0,85.0
2960,"Nottoway County, Virginia",15537.0,8990.0,6403.0,56.0,46.0,55.0,161.0
2961,"Rappahannock County, Virginia",7359.0,6951.0,415.0,33.0,93.0,0.0,106.0
2962,"Tazewell County, Virginia",42689.0,40984.0,1611.0,258.0,347.0,62.0,69.0
2963,"Buena Vista city, Virginia",6495.0,5851.0,172.0,50.0,489.0,11.0,0.0
2964,"Falls Church city, Virginia",13843.0,11595.0,726.0,136.0,1707.0,0.0,371.0
2965,"Manassas Park city, Virginia",16117.0,10955.0,2508.0,221.0,1839.0,26.0,1279.0
2966,"Petersburg city, Virginia",32037.0,6186.0,24931.0,386.0,521.0,105.0,1036.0
2967,"Poquoson city, Virginia",12022.0,11704.0,193.0,75.0,336.0,101.0,32.0
2968,"Sussex County, Virginia",11595.0,4639.0,6810.0,182.0,56.0,11.0,201.0
2969,"Fairfax city, Virginia",23580.0,17269.0,1515.0,195.0,4433.0,42.0,1587.0
2970,"Waynesboro city, Virginia",21620.0,18094.0,3277.0,275.0,223.0,51.0,167.0
2971,"Manassas city, Virginia",41379.0,29780.0,6672.0,383.0,2723.0,259.0,3606.0
2972,"Roanoke city, Virginia",99572.0,65810.0,30886.0,1191.0,3487.0,190.0,2087.0
2973,"Salem city, Virginia",25521.0,23043.0,2180.0,146.0,630.0,15.0,88.0
2974,"Suffolk city, Virginia",88057.0,48313.0,38880.0,858.0,2520.0,138.0,905.0
2975,"Norfolk city, Virginia",245752.0,123520.0,109044.0,3474.0,11503.0,965.0,7676.0
2976,"Charlotte County, Virginia",12176.0,8416.0,3671.0,38.0,13.0,0.0,114.0
2977,"Chesterfield County, Virginia",335594.0,237971.0,82029.0,3363.0,15122.0,620.0,8153.0
2978,"Fairfax County, Virginia",1142004.0,757556.0,125260.0,10626.0,244356.0,2529.0,55243.0
2979,"Greensville County, Virginia",11606.0,4720.0,6850.0,134.0,7.0,0.0,94.0
2980,"Isle of Wight County, Virginia",36090.0,27209.0,8717.0,368.0,553.0,139.0,397.0
2981,"James City County, Virginia",73028.0,60739.0,10602.0,664.0,2703.0,224.0,705.0
2982,"Russell County, Virginia",27725.0,27301.0,378.0,115.0,51.0,24.0,131.0
2983,"Franklin city, Virginia",8334.0,3281.0,5115.0,93.0,43.0,21.0,50.0
2984,"Smyth County, Virginia",31298.0,30320.0,940.0,94.0,205.0,23.0,99.0
2985,"Charlottesville city, Virginia",46487.0,33963.0,9504.0,269.0,3915.0,79.0,275.0
2986,"Lexington city, Virginia",7113.0,6172.0,641.0,60.0,378.0,10.0,40.0
2987,"Campbell County, Virginia",55158.0,46408.0,8596.0,366.0,692.0,51.0,505.0
2988,"Henrico County, Virginia",324073.0,194354.0,100507.0,3307.0,29654.0,401.0,6766.0
2989,"Henry County, Virginia",51956.0,38288.0,12238.0,432.0,454.0,26.0,1720.0
2990,"King George County, Virginia",25564.0,20678.0,4774.0,369.0,636.0,35.0,262.0
2991,"Louisa County, Virginia",34813.0,28297.0,6217.0,592.0,296.0,27.0,817.0
2992,"King William County, Virginia",16329.0,12904.0,3244.0,354.0,232.0,12.0,70.0
2993,"Lancaster County, Virginia",10848.0,7711.0,3058.0,12.0,197.0,0.0,0.0
2994,"Lee County, Virginia",24428.0,22924.0,1122.0,155.0,79.0,0.0,298.0
2995,"Mathews County, Virginia",8830.0,7827.0,1011.0,216.0,34.0,3.0,0.0
2996,"Middlesex County, Virginia",10710.0,8628.0,2189.0,103.0,47.0,14.0,50.0
2997,"Prince Edward County, Virginia",22903.0,15056.0,7269.0,296.0,315.0,40.0,302.0
2998,"Prince George County, Virginia",37704.0,23291.0,13088.0,500.0,1047.0,88.0,1221.0
2999,"Richmond County, Virginia",8873.0,6151.0,2644.0,65.0,196.0,1.0,237.0
3000,"Rockingham County, Virginia",78653.0,74770.0,2843.0,543.0,794.0,146.0,1163.0
3001,"Scott County, Virginia",22290.0,21975.0,263.0,85.0,64.0,0.0,19.0
3002,"Spotsylvania County, Virginia",130159.0,98990.0,22988.0,1361.0,4668.0,562.0,6654.0
3003,"Surry County, Virginia",6670.0,3569.0,3092.0,30.0,49.0,0.0,14.0
3004,"Appomattox County, Virginia",15462.0,12250.0,3200.0,93.0,127.0,4.0,73.0
3005,"Clarke County, Virginia",14331.0,13189.0,860.0,186.0,245.0,23.0,295.0
3006,"Franklin County, Virginia",56277.0,50718.0,4924.0,409.0,353.0,20.0,630.0
3007,"King and Queen County, Virginia",7052.0,5159.0,1943.0,148.0,140.0,0.0,10.0
3008,"Mecklenburg County, Virginia",30959.0,19403.0,11341.0,211.0,97.0,18.0,345.0
3009,"Montgomery County, Virginia",97692.0,85600.0,4963.0,575.0,7248.0,206.0,945.0
3010,"New Kent County, Virginia",20523.0,17317.0,2909.0,728.0,359.0,26.0,134.0
3011,"Augusta County, Virginia",74390.0,70390.0,3754.0,442.0,652.0,78.0,377.0
3012,"Cumberland County, Virginia",9797.0,6528.0,3492.0,88.0,18.0,0.0,0.0
3013,"Dickenson County, Virginia",15181.0,15030.0,148.0,64.0,4.0,0.0,56.0
3014,"Goochland County, Virginia",22148.0,18005.0,3899.0,165.0,379.0,0.0,124.0
3015,"Halifax County, Virginia",35030.0,21759.0,13110.0,202.0,285.0,24.0,270.0
3016,"Loudoun County, Virginia",374558.0,266268.0,33975.0,3245.0,75273.0,1271.0,14573.0
3017,"Madison County, Virginia",13108.0,11801.0,1321.0,154.0,166.0,0.0,317.0
3018,"Prince William County, Virginia",450763.0,285161.0,105244.0,5528.0,46907.0,1761.0,32303.0
3019,"Roanoke County, Virginia",93419.0,84398.0,6096.0,521.0,3539.0,207.0,585.0
3020,"Southampton County, Virginia",18089.0,11843.0,6347.0,633.0,33.0,0.0,99.0
3021,"Highland County, Virginia",2213.0,2207.0,0.0,13.0,0.0,0.0,0.0
3022,"Brunswick County, Virginia",16435.0,7129.0,9168.0,171.0,117.0,14.0,179.0
3023,"Caroline County, Virginia",29889.0,20479.0,8976.0,356.0,426.0,0.0,438.0
3024,"Gloucester County, Virginia",37035.0,33464.0,3509.0,402.0,565.0,45.0,186.0
3025,"Northampton County, Virginia",11998.0,7611.0,4303.0,102.0,129.0,27.0,49.0
3026,"Patrick County, Virginia",17958.0,16693.0,1103.0,141.0,77.0,4.0,138.0
3027,"Powhatan County, Virginia",28364.0,24883.0,3287.0,164.0,219.0,189.0,107.0
3028,"Rockbridge County, Virginia",22440.0,21336.0,794.0,238.0,178.0,31.0,275.0
3029,"Shenandoah County, Virginia",42854.0,41270.0,1318.0,364.0,582.0,29.0,441.0
3030,"Fauquier County, Virginia",68406.0,61430.0,6266.0,606.0,1398.0,21.0,900.0
3031,"Harrison County, West Virginia",68438.0,66725.0,1767.0,618.0,554.0,95.0,94.0
3032,"Ohio County, West Virginia",42906.0,40615.0,2107.0,300.0,454.0,19.0,144.0
3033,"Ritchie County, West Virginia",10005.0,9942.0,51.0,43.0,1.0,0.0,58.0
3034,"Calhoun County, West Virginia",7450.0,7430.0,13.0,99.0,0.0,0.0,11.0
3035,"Morgan County, West Virginia",17510.0,17256.0,280.0,103.0,97.0,0.0,26.0
3036,"Lincoln County, West Virginia",21241.0,21044.0,135.0,103.0,57.0,0.0,0.0
3037,"Raleigh County, West Virginia",77097.0,69057.0,6841.0,677.0,945.0,138.0,735.0
3038,"Braxton County, West Virginia",14345.0,14220.0,173.0,110.0,21.0,29.0,5.0
3039,"Putnam County, West Virginia",56644.0,55363.0,937.0,391.0,553.0,12.0,161.0
3040,"Barbour County, West Virginia",16790.0,16443.0,253.0,265.0,114.0,0.0,16.0
3041,"Boone County, West Virginia",23236.0,22959.0,214.0,88.0,66.0,0.0,46.0
3042,"McDowell County, West Virginia",19707.0,17871.0,1883.0,24.0,0.0,0.0,225.0
3043,"Wayne County, West Virginia",41063.0,40695.0,331.0,267.0,151.0,0.0,120.0
3044,"Wyoming County, West Virginia",22130.0,21830.0,378.0,57.0,91.0,0.0,37.0
3045,"Jackson County, West Virginia",29123.0,28764.0,313.0,256.0,119.0,0.0,20.0
3046,"Mercer County, West Virginia",60963.0,56589.0,4341.0,390.0,442.0,150.0,57.0
3047,"Upshur County, West Virginia",24604.0,24136.0,417.0,140.0,45.0,52.0,18.0
3048,"Webster County, West Virginia",8637.0,8618.0,8.0,17.0,0.0,6.0,0.0
3049,"Berkeley County, West Virginia",111610.0,100296.0,10332.0,898.0,1777.0,170.0,1549.0
3050,"Fayette County, West Virginia",44602.0,42039.0,2361.0,314.0,155.0,13.0,93.0
3051,"Grant County, West Virginia",11673.0,11436.0,200.0,34.0,22.0,22.0,27.0
3052,"Hampshire County, West Virginia",23412.0,22951.0,510.0,109.0,44.0,0.0,28.0
3053,"Summers County, West Virginia",13210.0,12480.0,786.0,141.0,20.0,0.0,41.0
3054,"Brooke County, West Virginia",23067.0,22472.0,521.0,49.0,139.0,66.0,51.0
3055,"Doddridge County, West Virginia",8570.0,8399.0,149.0,131.0,62.0,0.0,47.0
3056,"Greenbrier County, West Virginia",35523.0,34259.0,1464.0,420.0,107.0,0.0,283.0
3057,"Hardy County, West Virginia",13812.0,13049.0,476.0,23.0,260.0,0.0,51.0
3058,"Marion County, West Virginia",56575.0,53911.0,2419.0,460.0,417.0,0.0,200.0
3059,"Mineral County, West Virginia",27421.0,26292.0,1101.0,47.0,176.0,0.0,84.0
3060,"Mingo County, West Virginia",25150.0,24479.0,700.0,109.0,19.0,0.0,156.0
3061,"Hancock County, West Virginia",29921.0,29054.0,1038.0,220.0,155.0,7.0,11.0
3062,"Lewis County, West Virginia",16371.0,16139.0,104.0,109.0,131.0,0.0,74.0
3063,"Marshall County, West Virginia",32006.0,31442.0,369.0,189.0,123.0,44.0,87.0
3064,"Nicholas County, West Virginia",25496.0,25089.0,284.0,212.0,103.0,0.0,66.0
3065,"Pocahontas County, West Virginia",8574.0,8472.0,218.0,11.0,0.0,0.0,23.0
3066,"Tucker County, West Virginia",7035.0,6965.0,65.0,39.0,37.0,0.0,0.0
3067,"Tyler County, West Virginia",8949.0,8855.0,52.0,33.0,80.0,0.0,14.0
3068,"Randolph County, West Virginia",29152.0,28270.0,605.0,147.0,160.0,0.0,68.0
3069,"Roane County, West Virginia",14348.0,14261.0,47.0,209.0,17.0,1.0,41.0
3070,"Taylor County, West Virginia",16977.0,16498.0,291.0,51.0,217.0,0.0,59.0
3071,"Wirt County, West Virginia",5800.0,5723.0,86.0,17.0,0.0,0.0,5.0
3072,"Wood County, West Virginia",86016.0,84049.0,1706.0,640.0,709.0,85.0,356.0
3073,"Clay County, West Virginia",8901.0,8835.0,2.0,160.0,0.0,12.0,9.0
3074,"Gilmer County, West Virginia",8305.0,7118.0,1096.0,161.0,76.0,33.0,178.0
3075,"Mason County, West Virginia",27000.0,26766.0,235.0,256.0,44.0,175.0,85.0
3076,"Monongalia County, West Virginia",103715.0,95535.0,5090.0,610.0,4077.0,67.0,819.0
3077,"Monroe County, West Virginia",13517.0,13358.0,178.0,133.0,0.0,0.0,19.0
3078,"Pleasants County, West Virginia",7527.0,7523.0,18.0,86.0,0.0,0.0,9.0
3079,"Wetzel County, West Virginia",15793.0,15662.0,145.0,97.0,77.0,0.0,0.0
3080,"Cabell County, West Virginia",96100.0,89464.0,5932.0,785.0,1529.0,51.0,567.0
3081,"Jefferson County, West Virginia",55673.0,49992.0,4242.0,515.0,1192.0,52.0,1152.0
3082,"Kanawha County, West Virginia",187827.0,171415.0,16981.0,2407.0,2985.0,34.0,655.0
3083,"Logan County, West Virginia",34428.0,33569.0,832.0,164.0,135.0,27.0,50.0
3084,"Pendleton County, West Virginia",7138.0,6877.0,245.0,21.0,4.0,9.0,19.0
3085,"Preston County, West Virginia",33760.0,31761.0,1637.0,240.0,61.0,61.0,354.0
3086,"Okanogan County, Washington",41377.0,32273.0,643.0,5626.0,512.0,92.0,4324.0
3087,"Kittitas County, Washington",43726.0,40269.0,715.0,901.0,1414.0,251.0,1692.0
3088,"Thurston County, Washington",269885.0,235695.0,13278.0,8585.0,21760.0,4077.0,4431.0
3089,"Benton County, Washington",190529.0,159873.0,4528.0,3596.0,7514.0,918.0,22059.0
3090,"Columbia County, Washington",3999.0,3726.0,38.0,73.0,99.0,30.0,137.0
3091,"Clark County, Washington",457474.0,405923.0,15053.0,9696.0,28029.0,5961.0,16587.0
3092,"Asotin County, Washington",22259.0,21474.0,289.0,816.0,285.0,44.0,130.0
3093,"Adams County, Washington",19261.0,13800.0,214.0,657.0,295.0,6.0,4606.0
3094,"Garfield County, Washington",2226.0,2181.0,0.0,82.0,48.0,0.0,0.0
3095,"Mason County, Washington",61569.0,54636.0,1456.0,3608.0,1335.0,612.0,2987.0
3096,"Skagit County, Washington",121725.0,105866.0,1763.0,3929.0,3866.0,1203.0,10995.0
3097,"Stevens County, Washington",43858.0,40812.0,409.0,3377.0,683.0,150.0,503.0
3098,"Spokane County, Washington",490764.0,454584.0,15682.0,15610.0,17504.0,4521.0,7360.0
3099,"Lincoln County, Washington",10344.0,9974.0,92.0,318.0,147.0,52.0,55.0
3100,"Chelan County, Washington",75138.0,69063.0,1029.0,1805.0,1204.0,354.0,4611.0
3101,"Jefferson County, Washington",30524.0,28912.0,300.0,1376.0,763.0,133.0,264.0
3102,"Kitsap County, Washington",258903.0,227977.0,11114.0,8921.0,20586.0,4388.0,6418.0
3103,"King County, Washington",2118119.0,1515758.0,172320.0,45661.0,414406.0,27259.0,87067.0
3104,"Pacific County, Washington",20940.0,19816.0,230.0,912.0,688.0,94.0,309.0
3105,"Pend Oreille County, Washington",13066.0,12130.0,142.0,670.0,176.0,34.0,288.0
3106,"San Juan County, Washington",16221.0,15405.0,168.0,332.0,326.0,36.0,349.0
3107,"Skamania County, Washington",11498.0,10822.0,117.0,356.0,169.0,51.0,158.0
3108,"Whitman County, Washington",47794.0,41551.0,1545.0,935.0,4838.0,354.0,1001.0
3109,"Yakima County, Washington",248279.0,200630.0,3950.0,13607.0,4418.0,662.0,33339.0
3110,"Clallam County, Washington",73439.0,67118.0,1114.0,5085.0,1699.0,278.0,1013.0
3111,"Cowlitz County, Washington",103590.0,98241.0,2002.0,3716.0,2458.0,643.0,1707.0
3112,"Ferry County, Washington",7568.0,6266.0,73.0,1507.0,105.0,62.0,93.0
3113,"Klickitat County, Washington",21172.0,19686.0,73.0,891.0,309.0,17.0,599.0
3114,"Lewis County, Washington",76012.0,72654.0,1075.0,2491.0,1377.0,319.0,1873.0
3115,"Douglas County, Washington",40585.0,30557.0,454.0,854.0,667.0,166.0,9762.0
3116,"Grays Harbor County, Washington",71454.0,65523.0,1435.0,4937.0,1579.0,581.0,539.0
3117,"Island County, Washington",80323.0,71528.0,3173.0,1962.0,5494.0,708.0,1518.0
3118,"Pierce County, Washington",845193.0,680204.0,83481.0,27031.0,78793.0,19825.0,29649.0
3119,"Wahkiakum County, Washington",4105.0,3905.0,12.0,129.0,82.0,1.0,76.0
3120,"Franklin County, Washington",89124.0,66711.0,3084.0,1644.0,2567.0,370.0,18289.0
3121,"Walla Walla County, Washington",59862.0,53171.0,1546.0,1503.0,1712.0,272.0,4522.0
3122,"Grant County, Washington",93420.0,68406.0,1589.0,2217.0,1660.0,255.0,23464.0
3123,"Whatcom County, Washington",212738.0,187429.0,4093.0,9224.0,12566.0,1443.0,7875.0
3124,"Snohomish County, Washington",771904.0,636559.0,34513.0,21422.0,96176.0,8705.0,25976.0
3125,"Campbell County, Wyoming",48116.0,46786.0,436.0,1357.0,481.0,73.0,409.0
3126,"Lincoln County, Wyoming",18791.0,18430.0,141.0,274.0,173.0,31.0,208.0
